Identity,Link,Location,Area,Beds,Baths,Price,Accessible by Road,Balloted,Boundary Lines,Boundary Wall,Corner,Disputed,Electricity,File,Land Fertility,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Nearby Water Resources,Park Facing,Perimeter Fencing,Possesion,Security Staff,Sewerage,Sui Gas,Tube Wells,Water Supply,Distance From Airport (kms)
Residential Plot 47049216,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_25-a_it_is_a_great_investment_option_is_125_sq_yard_plot_available_for_anyone_looking_to_invest_in_bahria_town_karachi-47049216-11732-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 25-A Residential Plots,125.0,0.0,0.0,1900000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47223561,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_31_bahria_town_-_precinct_31_residential_plot_for_sale_sized_125_square_yards-47223561-10045-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 31 Residential Plots,125.0,0.0,0.0,3000000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 46576928,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_30_ideal_residential_plot_for_sale_in_bahria_town_-_precinct_30-46576928-10044-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 30 Residential Plots,250.0,0.0,0.0,4500000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47240069,https://www.zameen.com/Property/bahria_paradise_bahria_paradise_-_precinct_50_250_square_yards_residential_plot_situated_in_bahria_paradise_-_precinct_50_for_sale-47240069-12069-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Paradise Residential Plots > Bahria Paradise - Precinct 50 Residential Plots,250.0,0.0,0.0,6500000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47186996,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_27_highly-desirable_residential_plot_available_in_bahria_town_-_precinct_27_for_sale-47186996-10040-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 27 Residential Plots,125.0,0.0,0.0,2700000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 46930683,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_16_precinct_16_plot_250_sq_yds_for_sale_in_bahria_town_karachi-46930683-10027-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 16 Residential Plots,272.0,0.0,0.0,6000000.0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 46844412,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_32_prominently-located_prime_location_250_square_yards_residential_plot_available_in_bahria_town_-_precinct_32-46844412-11687-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 32 Residential Plots,250.0,0.0,0.0,4500000.0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0.0
Residential Plot 46842759,https://www.zameen.com/Property/karachi_bahria_town_karachi_1_acer_farm_house_land_for_sale_bahria_town_karachi-46842759-8298-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots,4000.0,0.0,0.0,40000000.0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1.0
Residential Plot 46582092,https://www.zameen.com/Property/bahria_town_karachi_bahria_greens_75_sq_yard_plot_available_for_sale_in_bahria_greens_bahria_town_karachi-46582092-19066-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Greens Residential Plots,75.0,0.0,0.0,1000000.0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1.0
Residential Plot 47260208,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_31_125_square_yards_residential_plot_in_bahria_town_-_precinct_31_for_sale_at_good_location-47260208-10045-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 31 Residential Plots,125.0,0.0,0.0,3000000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47203490,https://www.zameen.com/Property/bahria_town_precinct_15_bahria_town_-_precinct_15-a_125_yards_residential_plot_for_sale_in_bahria_town_precinct_15-a-47203490-10026-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 15 Residential Plots > Bahria Town - Precinct 15-A Residential Plots,125.0,0.0,0.0,3000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46979914,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_17_prime_1000_sq_yd_plot_for_sale_in_bahria_town_karachi_-_your_dream_investment_opportunity-46979914-10028-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 17 Residential Plots,1000.0,0.0,0.0,22000000.0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 46820441,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_21_highly-coveted_prime_location_250_square_yards_residential_plot_is_available_in_bahria_town_-_precinct_21_for_sale-46820441-10034-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 21 Residential Plots,250.0,0.0,0.0,3500000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Plot File 46712682,https://www.zameen.com/Property/karachi_bahria_town_karachi_malir_town_residence_phase_7_gfs_builder_and_developers-46712682-8298-2.html,Karachi Plot Files > Bahria Town Karachi Plot Files,120.0,0.0,0.0,3500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47195007,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_24_prime_location_125_square_yards_residential_plot_available_for_sale_in_bahria_town_-_precinct_24_karachi-47195007-10037-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 24 Residential Plots,125.0,0.0,0.0,2200000.0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.0
Residential Plot 47158160,https://www.zameen.com/Property/bahria_town_precinct_12_bahria_town_-_ali_block_looking_for_a_residential_plot_in_bahria_town_-_ali_block_karachi-47158160-10023-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 12 Residential Plots > Bahria Town - Ali Block Residential Plots,125.0,0.0,0.0,7200000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
Residential Plot 46788420,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_22_good_location_plot_for_sale_in_bahria_town_karachi-46788420-10035-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 22 Residential Plots,250.0,0.0,0.0,2800000.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0.0
Residential Plot 47231207,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_9_500_sq_yard_plot_available_for_sale_in_precinct_9_bahria_town_karachi-47231207-10017-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 9 Residential Plots,500.0,0.0,0.0,12000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46784764,https://www.zameen.com/Property/bahria_town_precinct_15_bahria_town_-_precinct_15-a_bahria_town_karachi_125_square_yards_residential_plot_for_sale-46784764-10026-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 15 Residential Plots > Bahria Town - Precinct 15-A Residential Plots,125.0,0.0,0.0,3100000.0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0.0
Residential Plot 47084025,https://www.zameen.com/Property/bahria_paradise_bahria_paradise_-_precinct_50_500_square_yards_plot_up_for_sale_in_bahria_town_karachi_precinct_50-47084025-12069-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Paradise Residential Plots > Bahria Paradise - Precinct 50 Residential Plots,500.0,0.0,0.0,7800000.0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.0
Residential Plot 47167132,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_24_it_is_a_great_investment_option_is_125_sq_yard_plot_available_for_anyone_looking_to_invest_in_bahria_town_karachi-47167132-10037-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 24 Residential Plots,125.0,0.0,0.0,2200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46844817,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_25_125_square_yards_residential_plot_in_beautiful_location_of_bahria_town_-_precinct_25_in_karachi-46844817-10038-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 25 Residential Plots,125.0,0.0,0.0,3200000.0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0.0
Residential Plot 47230449,https://www.zameen.com/Property/bahria_town_karachi_bahria_greens_75_square_yards_residential_plot_for_sale_in_bahria_greens_bahria_town_karachi-47230449-19066-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Greens Residential Plots,75.0,0.0,0.0,1000000.0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0.0
Residential Plot 47242083,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_16_centrally_located_prime_location_residential_plot_in_bahria_town_-_precinct_16_is_available_for_sale-47242083-10027-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 16 Residential Plots,250.0,0.0,0.0,8000000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 45257856,https://www.zameen.com/Property/bahria_paradise_bahria_paradise_-_precinct_47_250_square_yards_residential_plot_in_bahria_paradise_-_precinct_47_is_best_option-45257856-12066-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Paradise Residential Plots > Bahria Paradise - Precinct 47 Residential Plots,250.0,0.0,0.0,5800000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0.0
Residential Plot 46916327,https://www.zameen.com/Property/bahria_town_precinct_15_bahria_town_-_precinct_15-b_prime_125_sq_yd_plot_for_sale_in_bahria_town_karachi_-_your_dream_investment_opportunity-46916327-10697-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 15 Residential Plots > Bahria Town - Precinct 15-B Residential Plots,125.0,0.0,0.0,3000000.0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 47104509,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_7_prime_location_1000_square_yards_residential_plot_available_for_sale_in_bahria_town_-_precinct_7_karachi-47104509-10015-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 7 Residential Plots,1000.0,0.0,0.0,21000000.0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.0
Residential Plot 46918219,https://www.zameen.com/Property/bahria_town_karachi_bahria_golf_city_golf_city_1000_sq_yds_hot_location_plot_for_sale_in_bahria_town_karachi-46918219-8942-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Golf City Residential Plots,1000.0,0.0,0.0,16500000.0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 46734278,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_27_plot_is_available_precinct_27_plot_with_allotment_good_location_demand_33_lacs-46734278-10040-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 27 Residential Plots,125.0,0.0,0.0,3300000.0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 47260190,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_10-b_125_square_yards_residential_plot_for_sale_is_available_in_bahria_town_-_precinct_10-b-47260190-18126-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 10-B Residential Plots,125.0,0.0,0.0,3500000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 46277423,https://www.zameen.com/Property/bahria_sports_city_bahria_town_-_precinct_34_250_square_yards_residential_plot_for_sale_in_bahria_town_-_precinct_34-46277423-11873-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Sports City Residential Plots > Bahria Town - Precinct 34 Residential Plots,250.0,0.0,0.0,4800000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 46978776,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_27-a_centrally_located_residential_plot_in_bahria_town_-_precinct_27-a_is_available_for_sale-46978776-10041-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 27-A Residential Plots,56789.01234,0.0,0.0,5500000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47232406,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_jinnah_avenue_prime_500_sq_yd_plot_for_sale_in_bahria_town_karachi_-_your_dream_investment_opportunity-47232406-13847-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Jinnah Avenue Residential Plots,500.0,0.0,0.0,250000000.0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 47240110,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_17_book_residential_plot_today_in_bahria_town_-_precinct_17-47240110-10028-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 17 Residential Plots,500.0,0.0,0.0,14000000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 46570431,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_32_prime_location-46570431-11687-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 32 Residential Plots,272.0,0.0,0.0,3800000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47138224,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_6_a_prime_location_272_square_yards_residential_plot_located_in_bahria_town_-_precinct_6_is_available_for_sale-47138224-10014-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 6 Residential Plots,272.0,0.0,0.0,7500000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1.0
Residential Plot 47245222,https://www.zameen.com/Property/bahria_town_precinct_12_bahria_town_-_ali_block_125_yards_residential_plot_for_sale_in_ali_block_bahria_town_precinct_12-47245222-10023-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 12 Residential Plots > Bahria Town - Ali Block Residential Plots,125.0,0.0,0.0,4200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46963586,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_4_500_sq_yard_plot_available_for_sale_in_precinct_4_bahria_town_karachi-46963586-10013-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 4 Residential Plots,500.0,0.0,0.0,10000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47189549,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_24_premium_prime_location_125_square_yards_residential_plot_is_available_for_sale_in_karachi-47189549-10037-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 24 Residential Plots,125.0,0.0,0.0,2800000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 46570421,https://www.zameen.com/Property/bahria_town_precinct_12_bahria_town_-_ali_block_centrally_located_residential_plot_in_bahria_town_-_ali_block_is_available_for_sale-46570421-10023-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 12 Residential Plots > Bahria Town - Ali Block Residential Plots,125.0,0.0,0.0,4800000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47302345,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_15_125_square_yards_plot_up_for_sale_in_bahria_town_karachi_precinct_15_allotment_in_hand-47302345-10025-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 15 Residential Plots,125.0,0.0,0.0,3300000.0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.0
Residential Plot 47171414,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_30_250_square_yards_residential_plot_for_sale_in_precinct_30_bahria_town_karachi-47171414-10044-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 30 Residential Plots,250.0,0.0,0.0,4500000.0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0.0
Residential Plot 46929768,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_25_125_square_yards_plot_up_for_sale_in_bahria_town_karachi_precinct_25-46929768-10038-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 25 Residential Plots,125.0,0.0,0.0,2500000.0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.0
Residential Plot 46722012,https://www.zameen.com/Property/bahria_town_precinct_15_bahria_town_-_precinct_15-a_precinct_15a_plot_no_3070_allotment_very_near_to_park_in_bahria_town_karachi_offers_by_athar_associates-46722012-10026-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 15 Residential Plots > Bahria Town - Precinct 15-A Residential Plots,125.0,0.0,0.0,3800000.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0.0
Residential Plot 47083914,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_22_250_square_yards_plot_up_for_sale_in_bahria_town_karachi_precinct_22-47083914-10035-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 22 Residential Plots,250.0,0.0,0.0,2800000.0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.0
Residential Plot 47240053,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_1_centrally_located_residential_plot_in_bahria_town_-_precinct_1_is_available_for_sale-47240053-10007-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 1 Residential Plots,272.0,0.0,0.0,13500000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 46893065,https://www.zameen.com/Property/bahria_town_precinct_12_bahria_town_-_ali_block_ali_block_precicnt-12_near_grand_mosque_plots_available_at_investor_rates_ready_for_construction-46893065-10023-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 12 Residential Plots > Bahria Town - Ali Block Residential Plots,125.0,0.0,0.0,4700000.0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1.0
Residential Plot 47083980,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_20_1000_square_yards_plot_up_for_sale_in_bahria_town_karachi_precinct_20_bahria_golf_city-47083980-10032-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 20 Residential Plots,1000.0,0.0,0.0,16000000.0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.0
Residential Plot 46315129,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_20_500_square_yards_residential_plot_is_available_in_bahria_town_-_precinct_20-46315129-10032-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 20 Residential Plots,500.0,0.0,0.0,6500000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Commercial Plot 47083282,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_3_precinct_3_commercial_plot_hottest_spot_to_construct_a_project_west_open-47083282-10012-2.html,Karachi Commercial Plots > Bahria Town Karachi Commercial Plots > Bahria Town - Precinct 3 Commercial Plots,133.0,0.0,0.0,25000000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
